seed,date,seed-date,time,model,N,results_summary,diagnose,fit_time
5594,240223,240223-5594,2402231204,STAN,500,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -2932.320000  0.047984   2.028530 -2936.120000 -2932.020000   
alpha         4922.740000  1.402100  70.267300  4811.130000  4921.140000   
beta_tv          0.296805  0.000143   0.008555     0.282761     0.296828   
beta_lnl         0.042176  0.000263   0.016588     0.014671     0.042311   
beta_social      0.212658  0.000285   0.016782     0.185023     0.212909   
beta_display     0.261827  0.000461   0.028653     0.216534     0.261753   
beta_email       0.183957  0.000479   0.029879     0.134192     0.183813   
beta_search      0.152415  0.000695   0.041418     0.083539     0.151853   
sigma          211.113000  0.108752   6.586650   200.532000   210.836000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -2929.610000  1787.22  169.244  1.000390  
alpha         5037.720000  2511.58  237.839  1.002980  
beta_tv          0.310860  3579.83  338.999  0.999711  
beta_lnl         0.069660  3966.73  375.638  1.001440  
beta_social      0.239267  3469.43  328.544  0.999649  
beta_display     0.309923  3860.42  365.570  1.000550  
beta_email       0.232843  3895.22  368.866  1.000200  
beta_search      0.220453  3556.61  336.800  1.000450  
sigma          222.261000  3668.22  347.370  0.999797  ","Processing csv files: ./stan_outputs/seed-5594-N-500\mmm_model-20240223120417_1.csv, ./stan_outputs/seed-5594-N-500\mmm_model-20240223120417_2.csv, ./stan_outputs/seed-5594-N-500\mmm_model-20240223120417_3.csv, ./stan_outputs/seed-5594-N-500\mmm_model-20240223120417_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",8.28367018699646
5594,240223,240223-5594,2402231204,STAN,600,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -3509.630000  0.044889   2.013770 -3513.430000 -3509.310000   
alpha         5027.110000  1.217780  62.280000  4925.220000  5027.720000   
beta_tv          0.311421  0.000116   0.007413     0.299011     0.311549   
beta_lnl         0.051222  0.000248   0.014794     0.026808     0.051263   
beta_social      0.187252  0.000242   0.014643     0.163122     0.187350   
beta_display     0.254776  0.000425   0.023668     0.215482     0.254867   
beta_email       0.130980  0.000453   0.027548     0.085616     0.131301   
beta_search      0.049497  0.000551   0.034115    -0.007202     0.050010   
sigma          208.256000  0.096063   6.106260   198.680000   208.112000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -3506.960000  2012.47  159.986  0.999822  
alpha         5130.590000  2615.55  207.930  1.000030  
beta_tv          0.323386  4083.00  324.588  0.999554  
beta_lnl         0.075865  3552.36  282.404  1.000770  
beta_social      0.211678  3675.28  292.176  0.999997  
beta_display     0.294754  3096.52  246.166  0.999845  
beta_email       0.176782  3699.33  294.088  1.000420  
beta_search      0.105841  3839.08  305.197  1.000170  
sigma          218.476000  4040.52  321.211  0.999587  ","Processing csv files: ./stan_outputs/seed-5594-N-600\mmm_model-20240223120426_1.csv, ./stan_outputs/seed-5594-N-600\mmm_model-20240223120426_2.csv, ./stan_outputs/seed-5594-N-600\mmm_model-20240223120426_3.csv, ./stan_outputs/seed-5594-N-600\mmm_model-20240223120426_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",9.614774942398071
5594,240223,240223-5594,2402231204,STAN,700,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -4080.520000  0.049499   2.040080 -4084.450000 -4080.140000   
alpha         4944.840000  1.114690  59.271400  4848.580000  4943.790000   
beta_tv          0.309192  0.000098   0.006640     0.298358     0.309179   
beta_lnl         0.051230  0.000229   0.013422     0.028686     0.051198   
beta_social      0.199813  0.000218   0.013839     0.176859     0.199856   
beta_display     0.235257  0.000376   0.023219     0.196063     0.235385   
beta_email       0.166496  0.000378   0.024544     0.125810     0.166711   
beta_search      0.156737  0.000545   0.034057     0.100484     0.156785   
sigma          204.627000  0.085731   5.533070   195.704000   204.412000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -4077.840000  1698.68  113.998  1.001390  
alpha         5042.050000  2827.35  189.742  1.000040  
beta_tv          0.320151  4569.21  306.638  0.999446  
beta_lnl         0.073223  3434.25  230.471  1.000390  
beta_social      0.222619  4013.10  269.318  0.999568  
beta_display     0.273640  3808.37  255.578  0.999465  
beta_email       0.205662  4207.55  282.367  1.000230  
beta_search      0.213194  3904.70  262.043  0.999792  
sigma          213.896000  4165.39  279.537  1.000840  ","Processing csv files: ./stan_outputs/seed-5594-N-700\mmm_model-20240223120436_1.csv, ./stan_outputs/seed-5594-N-700\mmm_model-20240223120436_2.csv, ./stan_outputs/seed-5594-N-700\mmm_model-20240223120436_3.csv, ./stan_outputs/seed-5594-N-700\mmm_model-20240223120436_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",11.605442762374878
5594,240223,240223-5594,2402231205,STAN,800,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -4668.750000  0.043119   1.969070 -4672.440000 -4668.410000   
alpha         4904.040000  1.233830  58.539800  4806.540000  4904.570000   
beta_tv          0.302322  0.000105   0.006383     0.291693     0.302348   
beta_lnl         0.055747  0.000188   0.012238     0.035207     0.055930   
beta_social      0.214624  0.000226   0.012792     0.193554     0.214441   
beta_display     0.255452  0.000383   0.021269     0.220716     0.255397   
beta_email       0.144440  0.000386   0.022863     0.107147     0.144237   
beta_search      0.163755  0.000509   0.031023     0.110775     0.163789   
sigma          206.154000  0.072595   4.964370   198.217000   206.021000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -4666.140000  2085.40  130.321  1.001000  
alpha         5000.990000  2251.08  140.675  1.001210  
beta_tv          0.312597  3690.96  230.656  0.999792  
beta_lnl         0.076282  4215.02  263.406  0.999668  
beta_social      0.236228  3208.75  200.522  0.999667  
beta_display     0.290232  3078.72  192.396  0.999568  
beta_email       0.182279  3509.12  219.293  1.000770  
beta_search      0.215518  3708.82  231.772  1.000440  
sigma          214.396000  4676.42  292.240  0.999287  ","Processing csv files: ./stan_outputs/seed-5594-N-800\mmm_model-20240223120448_1.csv, ./stan_outputs/seed-5594-N-800\mmm_model-20240223120448_2.csv, ./stan_outputs/seed-5594-N-800\mmm_model-20240223120448_3.csv, ./stan_outputs/seed-5594-N-800\mmm_model-20240223120448_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",12.56278395652771
5594,240223,240223-5594,2402231205,STAN,900,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -5197.400000  0.047127   2.030210 -5201.190000 -5197.050000   
alpha         5007.430000  1.030750  50.948500  4923.530000  5008.660000   
beta_tv          0.291172  0.000078   0.005573     0.282024     0.291076   
beta_lnl         0.058438  0.000182   0.011468     0.039644     0.058350   
beta_social      0.205762  0.000188   0.011575     0.186463     0.205770   
beta_display     0.251568  0.000342   0.019138     0.220428     0.251640   
beta_email       0.166223  0.000314   0.020036     0.133108     0.166267   
beta_search      0.070411  0.000458   0.027904     0.025508     0.070491   
sigma          193.863000  0.073436   4.517930   186.541000   193.874000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -5194.780000  1855.83  107.236  1.002740  
alpha         5090.520000  2443.19  141.176  1.001390  
beta_tv          0.300283  5117.94  295.732  0.999544  
beta_lnl         0.077365  3954.40  228.499  1.001200  
beta_social      0.224087  3771.61  217.936  1.000820  
beta_display     0.282795  3137.28  181.283  0.999423  
beta_email       0.199158  4068.65  235.101  0.999494  
beta_search      0.116462  3714.54  214.639  1.002140  
sigma          201.218000  3784.96  218.708  0.999456  ","Processing csv files: ./stan_outputs/seed-5594-N-900\mmm_model-20240223120501_1.csv, ./stan_outputs/seed-5594-N-900\mmm_model-20240223120501_2.csv, ./stan_outputs/seed-5594-N-900\mmm_model-20240223120501_3.csv, ./stan_outputs/seed-5594-N-900\mmm_model-20240223120501_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",14.120812177658081
5594,240223,240223-5594,2402231205,STAN,1000,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -5821.100000  0.048457   2.033090 -5824.850000 -5820.760000   
alpha         5031.060000  0.954344  46.944200  4955.620000  5031.350000   
beta_tv          0.307403  0.000082   0.005739     0.297868     0.307522   
beta_lnl         0.044897  0.000167   0.011473     0.026062     0.045062   
beta_social      0.184845  0.000164   0.011032     0.166632     0.184934   
beta_display     0.243945  0.000310   0.018374     0.214196     0.244241   
beta_email       0.141080  0.000305   0.020095     0.108520     0.140570   
beta_search      0.110748  0.000414   0.026835     0.066748     0.111088   
sigma          203.262000  0.064834   4.563090   195.867000   203.148000   

                      95%    N_Eff   N_Eff/s     R_hat  
lp__         -5818.470000  1760.36   81.1265  1.001680  
alpha         5108.940000  2419.66  111.5100  0.999277  
beta_tv          0.316501  4912.79  226.4060  0.999500  
beta_lnl         0.063351  4710.44  217.0810  0.999246  
beta_social      0.203071  4552.76  209.8140  0.999294  
beta_display     0.274413  3520.95  162.2630  0.999520  
beta_email       0.174661  4351.53  200.5410  0.999482  
beta_search      0.155285  4205.53  193.8120  1.001140  
sigma          210.798000  4953.49  228.2820  0.999242  ","Processing csv files: ./stan_outputs/seed-5594-N-1000\mmm_model-20240223120516_1.csv, ./stan_outputs/seed-5594-N-1000\mmm_model-20240223120516_2.csv, ./stan_outputs/seed-5594-N-1000\mmm_model-20240223120516_3.csv, ./stan_outputs/seed-5594-N-1000\mmm_model-20240223120516_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",15.778051137924194
7959,240223,240223-7959,2402231205,STAN,100,"                     Mean      MCSE      StdDev           5%          50%  \
lp__          -581.334000  0.049453    2.039430  -585.216000  -580.973000   
alpha         4365.240000  4.475180  189.325000  4051.910000  4366.740000   
beta_tv          0.325150  0.000302    0.017003     0.297197     0.325309   
beta_lnl         0.162974  0.000633    0.035625     0.105598     0.162649   
beta_social      0.231592  0.000644    0.035279     0.173797     0.232156   
beta_display     0.380459  0.001187    0.060642     0.284183     0.379627   
beta_email       0.166923  0.000972    0.059309     0.070428     0.165589   
beta_search      0.260043  0.001635    0.087245     0.120695     0.261563   
sigma          195.888000  0.238412   14.539700   173.890000   194.977000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__          -578.635000  1700.73  426.354  1.000830  
alpha         4674.570000  1789.76  448.675  0.999838  
beta_tv          0.352771  3172.29  795.260  0.999785  
beta_lnl         0.222556  3171.61  795.089  0.999911  
beta_social      0.290379  3004.24  753.132  0.999732  
beta_display     0.481799  2608.31  653.876  0.999886  
beta_email       0.264705  3725.42  933.924  0.999445  
beta_search      0.404318  2848.31  714.041  0.999431  
sigma          221.359000  3719.27  932.381  0.999515  ","Processing csv files: ./stan_outputs/seed-7959-N-100\mmm_model-20240223120532_1.csv, ./stan_outputs/seed-7959-N-100\mmm_model-20240223120532_2.csv, ./stan_outputs/seed-7959-N-100\mmm_model-20240223120532_3.csv, ./stan_outputs/seed-7959-N-100\mmm_model-20240223120532_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",4.196881294250488
7959,240223,240223-7959,2402231205,STAN,200,"                     Mean      MCSE      StdDev           5%          50%  \
lp__         -1172.900000  0.046532    2.028760 -1176.730000 -1172.580000   
alpha         4962.490000  2.372250  113.451000  4775.370000  4961.970000   
beta_tv          0.321180  0.000212    0.012960     0.299678     0.321047   
beta_lnl         0.038181  0.000393    0.024581    -0.002383     0.038088   
beta_social      0.158464  0.000416    0.025280     0.117396     0.158057   
beta_display     0.267360  0.000768    0.042488     0.195401     0.268512   
beta_email       0.167785  0.000756    0.045843     0.094012     0.168090   
beta_search      0.181664  0.001078    0.065876     0.074737     0.181953   
sigma          207.146000  0.163614   10.675700   190.568000   206.742000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -1170.230000  1900.93  355.980  1.001100  
alpha         5146.070000  2287.15  428.305  1.001020  
beta_tv          0.342572  3741.48  700.653  1.000560  
beta_lnl         0.078527  3916.70  733.464  0.999537  
beta_social      0.200008  3697.91  692.493  0.999632  
beta_display     0.335570  3059.55  572.949  1.001160  
beta_email       0.243775  3674.19  688.051  1.000010  
beta_search      0.289657  3734.45  699.336  0.999945  
sigma          225.599000  4257.49  797.283  1.000280  ","Processing csv files: ./stan_outputs/seed-7959-N-200\mmm_model-20240223120537_1.csv, ./stan_outputs/seed-7959-N-200\mmm_model-20240223120537_2.csv, ./stan_outputs/seed-7959-N-200\mmm_model-20240223120537_3.csv, ./stan_outputs/seed-7959-N-200\mmm_model-20240223120537_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",5.644357442855835
7959,240223,240223-7959,2402231205,STAN,300,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -1762.440000  0.045707   2.031520 -1766.290000 -1762.120000   
alpha         5059.230000  2.015500  95.307700  4902.700000  5058.890000   
beta_tv          0.292079  0.000189   0.010611     0.274479     0.292037   
beta_lnl         0.018468  0.000346   0.021486    -0.016798     0.018692   
beta_social      0.172928  0.000351   0.021436     0.138978     0.172795   
beta_display     0.271713  0.000695   0.037065     0.210278     0.273000   
beta_email       0.208121  0.000619   0.036871     0.148272     0.208640   
beta_search      0.079045  0.000840   0.053738    -0.010878     0.079513   
sigma          211.101000  0.129918   8.657970   197.323000   210.865000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -1759.800000  1975.52  270.138  1.000450  
alpha         5216.940000  2236.09  305.769  1.000600  
beta_tv          0.309459  3161.01  432.245  0.999284  
beta_lnl         0.054104  3859.45  527.752  1.000530  
beta_social      0.207980  3721.48  508.885  0.999166  
beta_display     0.329832  2842.56  388.700  1.001090  
beta_email       0.267984  3552.36  485.760  0.999398  
beta_search      0.167016  4093.02  559.691  1.000240  
sigma          225.862000  4441.16  607.296  0.999374  ","Processing csv files: ./stan_outputs/seed-7959-N-300\mmm_model-20240223120543_1.csv, ./stan_outputs/seed-7959-N-300\mmm_model-20240223120543_2.csv, ./stan_outputs/seed-7959-N-300\mmm_model-20240223120543_3.csv, ./stan_outputs/seed-7959-N-300\mmm_model-20240223120543_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",6.873382568359375
7959,240223,240223-7959,2402231205,STAN,400,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -2324.940000  0.046591   2.032650 -2328.790000 -2324.580000   
alpha         4932.080000  1.410340  73.413000  4810.020000  4932.700000   
beta_tv          0.307389  0.000130   0.008754     0.293202     0.307327   
beta_lnl         0.057958  0.000283   0.017702     0.028880     0.057912   
beta_social      0.228544  0.000287   0.017164     0.200218     0.228861   
beta_display     0.229911  0.000466   0.028459     0.183153     0.230235   
beta_email       0.125578  0.000525   0.032001     0.073649     0.125233   
beta_search      0.123545  0.000753   0.043042     0.055430     0.122943   
sigma          199.740000  0.112857   7.282040   188.033000   199.622000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -2322.280000  1903.40  214.661  1.000890  
alpha         5053.990000  2709.57  305.579  1.001870  
beta_tv          0.321858  4553.46  513.529  0.999472  
beta_lnl         0.086763  3905.70  440.476  1.000550  
beta_social      0.256488  3576.51  403.351  0.999359  
beta_display     0.276401  3734.02  421.114  1.000460  
beta_email       0.178347  3708.56  418.243  1.001670  
beta_search      0.194993  3264.38  368.149  1.000860  
sigma          211.857000  4163.40  469.538  0.999341  ","Processing csv files: ./stan_outputs/seed-7959-N-400\mmm_model-20240223120551_1.csv, ./stan_outputs/seed-7959-N-400\mmm_model-20240223120551_2.csv, ./stan_outputs/seed-7959-N-400\mmm_model-20240223120551_3.csv, ./stan_outputs/seed-7959-N-400\mmm_model-20240223120551_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",7.141926527023315
7959,240223,240223-7959,2402231206,STAN,500,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -2932.370000  0.048983   2.031360 -2936.150000 -2932.030000   
alpha         4923.000000  1.378090  71.563700  4804.600000  4924.130000   
beta_tv          0.297100  0.000129   0.008558     0.282804     0.297124   
beta_lnl         0.042349  0.000268   0.017490     0.013243     0.042422   
beta_social      0.212386  0.000280   0.016971     0.185013     0.212313   
beta_display     0.260715  0.000481   0.028820     0.212681     0.260574   
beta_email       0.184413  0.000464   0.030145     0.135495     0.184638   
beta_search      0.153480  0.000670   0.041944     0.085245     0.153129   
sigma          211.146000  0.094753   6.700760   200.487000   210.858000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -2929.680000  1719.80  146.703  1.002120  
alpha         5040.680000  2696.71  230.036  1.000760  
beta_tv          0.311461  4385.21  374.069  0.999759  
beta_lnl         0.071137  4244.39  362.057  1.000670  
beta_social      0.240053  3679.89  313.904  1.000170  
beta_display     0.307825  3594.68  306.634  1.001420  
beta_email       0.235174  4223.46  360.271  1.000440  
beta_search      0.222415  3920.69  334.444  0.999986  
sigma          222.271000  5001.04  426.601  1.000110  ","Processing csv files: ./stan_outputs/seed-7959-N-500\mmm_model-20240223120558_1.csv, ./stan_outputs/seed-7959-N-500\mmm_model-20240223120558_2.csv, ./stan_outputs/seed-7959-N-500\mmm_model-20240223120558_3.csv, ./stan_outputs/seed-7959-N-500\mmm_model-20240223120558_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",7.574906587600708
7959,240223,240223-7959,2402231206,STAN,600,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -3509.540000  0.044839   1.979490 -3513.260000 -3509.160000   
alpha         5024.310000  1.169550  62.316400  4923.230000  5024.040000   
beta_tv          0.311711  0.000115   0.007297     0.299877     0.311681   
beta_lnl         0.050951  0.000217   0.014105     0.027925     0.051023   
beta_social      0.187846  0.000231   0.014365     0.164401     0.187646   
beta_display     0.255820  0.000378   0.023581     0.217898     0.255760   
beta_email       0.130938  0.000430   0.026993     0.086348     0.130986   
beta_search      0.048953  0.000555   0.034791    -0.008530     0.048808   
sigma          208.031000  0.097294   6.065550   198.334000   207.798000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -3506.980000  1948.94  150.952  1.000680  
alpha         5125.400000  2839.00  219.890  1.000660  
beta_tv          0.323748  4022.22  311.535  0.999672  
beta_lnl         0.073995  4241.36  328.507  1.000740  
beta_social      0.211080  3851.35  298.300  1.000620  
beta_display     0.295236  3883.61  300.799  0.999669  
beta_email       0.175092  3942.74  305.379  1.000320  
beta_search      0.105852  3930.87  304.459  0.999524  
sigma          218.087000  3886.60  301.030  0.999290  ","Processing csv files: ./stan_outputs/seed-7959-N-600\mmm_model-20240223120606_1.csv, ./stan_outputs/seed-7959-N-600\mmm_model-20240223120606_2.csv, ./stan_outputs/seed-7959-N-600\mmm_model-20240223120606_3.csv, ./stan_outputs/seed-7959-N-600\mmm_model-20240223120606_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",9.852791786193848
7959,240223,240223-7959,2402231206,STAN,700,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -4080.470000  0.048787   1.977470 -4084.090000 -4080.180000   
alpha         4945.870000  1.050890  56.694600  4852.340000  4944.680000   
beta_tv          0.309091  0.000092   0.006393     0.298657     0.309028   
beta_lnl         0.051430  0.000199   0.013972     0.028988     0.051359   
beta_social      0.199798  0.000209   0.013558     0.177897     0.199517   
beta_display     0.234630  0.000354   0.021983     0.198504     0.234123   
beta_email       0.166012  0.000377   0.024392     0.125309     0.166171   
beta_search      0.157271  0.000475   0.032730     0.103102     0.157313   
sigma          204.444000  0.084437   5.570070   195.544000   204.293000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -4077.840000  1642.92  101.022  1.002220  
alpha         5040.630000  2910.51  178.965  1.000240  
beta_tv          0.319887  4852.85  298.398  0.999791  
beta_lnl         0.073915  4918.72  302.449  0.999165  
beta_social      0.222493  4188.46  257.546  1.000500  
beta_display     0.270842  3864.95  237.653  0.999563  
beta_email       0.206532  4187.58  257.492  0.999932  
beta_search      0.211739  4746.38  291.851  1.000280  
sigma          213.876000  4351.63  267.578  1.000190  ","Processing csv files: ./stan_outputs/seed-7959-N-700\mmm_model-20240223120617_1.csv, ./stan_outputs/seed-7959-N-700\mmm_model-20240223120617_2.csv, ./stan_outputs/seed-7959-N-700\mmm_model-20240223120617_3.csv, ./stan_outputs/seed-7959-N-700\mmm_model-20240223120617_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",11.631607055664062
7959,240223,240223-7959,2402231206,STAN,800,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -4668.720000  0.043669   1.919600 -4672.400000 -4668.400000   
alpha         4902.730000  1.152090  55.369200  4811.840000  4903.610000   
beta_tv          0.302138  0.000101   0.006297     0.291866     0.302183   
beta_lnl         0.055923  0.000198   0.012037     0.036411     0.055871   
beta_social      0.214769  0.000209   0.012579     0.194046     0.214989   
beta_display     0.256426  0.000356   0.020357     0.223874     0.256599   
beta_email       0.144305  0.000392   0.024107     0.104481     0.144295   
beta_search      0.163661  0.000524   0.031264     0.112043     0.163595   
sigma          206.152000  0.086717   5.139290   197.673000   206.014000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -4666.160000  1932.33  122.765  1.000030  
alpha         4993.820000  2309.74  146.743  1.000560  
beta_tv          0.312424  3909.23  248.363  0.999803  
beta_lnl         0.076026  3707.01  235.515  1.000100  
beta_social      0.235958  3636.85  231.058  1.000120  
beta_display     0.290363  3271.77  207.864  1.001150  
beta_email       0.183697  3787.45  240.626  0.999867  
beta_search      0.215390  3566.27  226.574  0.999472  
sigma          214.885000  3512.31  223.146  1.000380  ","Processing csv files: ./stan_outputs/seed-7959-N-800\mmm_model-20240223120629_1.csv, ./stan_outputs/seed-7959-N-800\mmm_model-20240223120629_2.csv, ./stan_outputs/seed-7959-N-800\mmm_model-20240223120629_3.csv, ./stan_outputs/seed-7959-N-800\mmm_model-20240223120629_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",12.39690899848938
7959,240223,240223-7959,2402231206,STAN,900,"                     Mean      MCSE     StdDev           5%          50%  \
lp__         -5197.440000  0.045812   2.001900 -5201.080000 -5197.140000   
alpha         5006.560000  0.996137  50.399500  4926.520000  5005.520000   
beta_tv          0.290990  0.000084   0.005553     0.281872     0.290937   
beta_lnl         0.058172  0.000192   0.011483     0.038926     0.058152   
beta_social      0.206080  0.000187   0.011470     0.187005     0.206128   
beta_display     0.252654  0.000341   0.019203     0.220616     0.252944   
beta_email       0.166076  0.000333   0.020661     0.131291     0.166213   
beta_search      0.070208  0.000457   0.027742     0.025210     0.070162   
sigma          194.121000  0.067724   4.598050   186.664000   194.132000   

                      95%    N_Eff  N_Eff/s     R_hat  
lp__         -5194.790000  1909.49  101.726  1.001980  
alpha         5090.450000  2559.85  136.373  0.999327  
beta_tv          0.300035  4405.33  234.688  0.999199  
beta_lnl         0.076866  3584.58  190.964  0.999958  
beta_social      0.224657  3743.54  199.432  0.999924  
beta_display     0.283854  3170.35  168.896  0.999425  
beta_email       0.199853  3856.06  205.426  0.999801  
beta_search      0.115621  3692.25  196.700  0.999833  
sigma          201.765000  4609.60  245.570  0.999651  ","Processing csv files: ./stan_outputs/seed-7959-N-900\mmm_model-20240223120642_1.csv, ./stan_outputs/seed-7959-N-900\mmm_model-20240223120642_2.csv, ./stan_outputs/seed-7959-N-900\mmm_model-20240223120642_3.csv, ./stan_outputs/seed-7959-N-900\mmm_model-20240223120642_4.csv

Checking sampler transitions treedepth.
Treedepth satisfactory for all transitions.

Checking sampler transitions for divergences.
No divergent transitions found.

Checking E-BFMI - sampler transitions HMC potential energy.
E-BFMI satisfactory.

Effective sample size satisfactory.

Split R-hat values satisfactory all parameters.

Processing complete, no problems detected.
",14.909644603729248
